n,cum_gain,cum_gain_per_customer
4946,5461.730267955236,1.1042721932784545
4947,5461.730267955236,1.1040489727016851
4948,5461.730267955236,1.1038258423515028
4949,5461.730267955236,1.103602802173214
4950,5461.730267955236,1.103379852112169
4951,5461.730267955236,1.103156992113762
4952,5461.730267955236,1.1029342221234322
4953,5461.730267955236,1.1027115420866618
4954,5461.730267955236,1.1024889519489778
4955,5461.730267955236,1.1022664516559508
4956,5461.730267955236,1.1020440411531953
4957,5461.730267955236,1.10182172038637
4958,5461.730267955236,1.1015994893011771
4959,5461.730267955236,1.1013773478433628
4960,5461.730267955236,1.101155295958717
4961,5461.730267955236,1.100933333593073
4962,5461.730267955236,1.1007114606923087
4963,5461.730267955236,1.1004896772023445
4964,5461.730267955236,1.100267983069145
4965,5461.730267955236,1.1000463782387182
4966,5461.730267955236,1.0998248626571157
4967,5461.730267955236,1.099603436270432
4968,5461.730267955236,1.099382099024806
4969,5461.730267955236,1.099160850866419
4970,5461.730267955236,1.0989396917414962
4971,5461.730267955236,1.0987186215963058
4972,5461.730267955236,1.0984976403771594
4973,5461.730267955236,1.0982767480304114
4974,5461.730267955236,1.09805594450246
4975,5461.730267955236,1.0978352297397458
4976,5461.730267955236,1.097614603688753
4977,5461.730267955236,1.0973940662960089
4978,5461.730267955236,1.0971736175080826
4979,5461.730267955236,1.0969532572715879
4980,5461.730267955236,1.09673298553318
4981,5461.730267955236,1.0965128022395574
4982,5461.730267955236,1.096292707337462
4983,5461.730267955236,1.0960727007736777
4984,5461.730267955236,1.0958527824950313
4985,5461.730267955236,1.0956329524483923
4986,5461.730267955236,1.095413210580673
4987,5461.730267955236,1.095193556838828
4988,5461.730267955236,1.0949739911698548
4989,5461.730267955236,1.094754513520793
4990,5461.730267955236,1.0945351238387246
4991,5461.730267955236,1.0943158220707745
4992,5461.730267955236,1.0940966081641097
4993,5461.730267955236,1.0938774820659394
4994,5461.730267955236,1.0936584437235153
4995,5461.730267955236,1.0934394930841314
4996,5461.730267955236,1.0932206300951233
4997,5461.730267955236,1.0930018547038696
4998,5461.730267955236,1.0927831668577903
4999,5461.730267955236,1.092564566504348
5000,5461.730267955236,1.0923460535910472
5001,5461.730267955236,1.0921276280654342
5002,5461.730267955236,1.091909289875097
5003,5461.730267955236,1.0916910389676666
5004,5461.730267955236,1.0914728752908145
5005,5461.730267955236,1.091254798792255
5006,5461.730267955236,1.0910368094197436
5007,5461.730267955236,1.0908189071210777
5008,5461.730267955236,1.0906010918440967
5009,5461.730267955236,1.090383363536681
5010,5461.730267955236,1.0901657221467536
5011,5461.730267955236,1.0899481676222782
5012,5461.730267955236,1.0897306999112601
5013,5461.730267955236,1.0895133189617465
5014,5461.730267955236,1.089296024721826
5015,5461.730267955236,1.0890788171396282
5016,5461.730267955236,1.0888616961633246
5017,5461.730267955236,1.0886446617411274
5018,5461.730267955236,1.0884277138212906
5019,5461.730267955236,1.0882108523521092
5020,5461.730267955236,1.0879940772819194
5021,5461.730267955236,1.087777388559099
5022,5461.730267955236,1.087560786132066
5023,5461.730267955236,1.0873442699492806
5024,5461.730267955236,1.0871278399592428
5025,5461.730267955236,1.0869114961104946
5026,5461.730267955236,1.0866952383516189
5027,5461.730267955236,1.0864790666312385
5028,5461.730267955236,1.0862629808980182
5029,5461.730267955236,1.0860469811006632
5030,5461.730267955236,1.0858310671879197
5031,5461.730267955236,1.085615239108574
5032,5461.730267955236,1.0853994968114538
5033,5461.730267955236,1.0851838402454272
5034,5461.730267955236,1.0849682693594032
5035,5461.730267955236,1.0847527841023308
5036,5461.730267955236,1.0845373844232
5037,5461.730267955236,1.0843220702710414
5038,5461.730267955236,1.0841068415949258
5039,5461.730267955236,1.0838916983439641
5040,5461.730267955236,1.0836766404673086
5041,5461.730267955236,1.083461667914151
5042,5461.730267955236,1.0832467806337238
5043,5461.730267955236,1.0830319785752995
5044,5461.730267955236,1.082817261688191
5045,5572.387649048893,1.1045366995141512
5046,5572.387649048893,1.104317805994628
5047,5572.387649048893,1.1040989992171375
5048,5572.387649048893,1.1038802791301294
5049,5572.387649048893,1.103661645682094
5050,5572.387649048893,1.1034430988215629
5051,5572.387649048893,1.103224638497108
5052,5572.387649048893,1.1030062646573422
5053,5572.387649048893,1.1027879772509188
5054,5572.387649048893,1.102569776226532
5055,5572.387649048893,1.1023516615329165
5056,5572.387649048893,1.1021336331188474
5057,5572.387649048893,1.1019156909331407
5058,5572.387649048893,1.1016978349246527
5059,5572.387649048893,1.1014800650422796
5060,5572.387649048893,1.1012623812349591
5061,5572.387649048893,1.1010447834516681
5062,5572.387649048893,1.100827271641425
5063,5572.387649048893,1.1006098457532871
5064,5572.387649048893,1.1003925057363533
5065,5572.387649048893,1.1001752515397616
5066,5572.387649048893,1.099958083112691
5067,5572.387649048893,1.0997410004043602
5068,5572.387649048893,1.099524003364028
5069,5572.387649048893,1.0993070919409929
5070,5572.387649048893,1.0990902660845943
5071,5572.387649048893,1.0988735257442108
5072,5572.387649048893,1.0986568708692612
5073,5572.387649048893,1.0984403014092041
5074,5572.387649048893,1.0982238173135381
5075,5572.387649048893,1.0980074185318016
5076,5572.387649048893,1.0977911050135722
5077,5572.387649048893,1.097574876708468
5078,5572.387649048893,1.0973587335661468
5079,5572.387649048893,1.097142675536305
5080,5572.387649048893,1.0969267025686797
5081,5572.387649048893,1.0967108146130473
5082,5572.387649048893,1.0964950116192234
5083,5572.387649048893,1.0962792935370633
5084,5572.387649048893,1.096063660316462
5085,5572.387649048893,1.0958481119073535
5086,5572.387649048893,1.0956326482597116
5087,5572.387649048893,1.0954172693235489
5088,5572.387649048893,1.0952019750489177
5089,5572.387649048893,1.0949867653859093
5090,5572.387649048893,1.0947716402846548
5091,5572.387649048893,1.0945565996953237
5092,5572.387649048893,1.094341643568125
5093,5572.387649048893,1.094126771853307
5094,5572.387649048893,1.093911984501157
5095,5572.387649048893,1.0936972814620005
5096,5572.387649048893,1.0934826626862035
5097,5572.387649048893,1.0932681281241696
5098,5572.387649048893,1.0930536777263422
5099,5572.387649048893,1.0928393114432031
5100,5572.387649048893,1.092625029225273
5101,5572.387649048893,1.0924108310231118
5102,5572.387649048893,1.0921967167873172
5103,5572.387649048893,1.091982686468527
5104,5572.387649048893,1.0917687400174163
5105,5572.387649048893,1.0915548773847
5106,5572.387649048893,1.0913410985211307
5107,5572.387649048893,1.0911274033775
5108,5572.387649048893,1.0909137919046383
5109,5572.387649048893,1.0907002640534142
5110,5572.387649048893,1.0904868197747344
5111,5572.387649048893,1.0902734590195446
5112,5572.387649048893,1.090060181738829
5113,5572.387649048893,1.089846987883609
5114,5572.387649048893,1.0896338774049459
5115,5572.387649048893,1.089420850253938
5116,5572.387649048893,1.0892079063817226
5117,5572.387649048893,1.0889950457394748
5118,5572.387649048893,1.088782268278408
5119,5572.387649048893,1.088569573949774
5120,5572.387649048893,1.088356962704862
5121,5572.387649048893,1.0881444344949995
5122,5572.387649048893,1.0879319892715527
5123,5572.387649048893,1.0877196269859248
5124,5572.387649048893,1.0875073475895576
5125,5572.387649048893,1.0872951510339304
5126,5572.387649048893,1.0870830372705604
5127,5572.387649048893,1.0868710062510032
5128,5572.387649048893,1.0866590579268511
5129,5572.387649048893,1.0864471922497354
5130,5572.387649048893,1.0862354091713242
5131,5572.387649048893,1.0860237086433235
5132,5572.387649048893,1.085812090617477
5133,5572.387649048893,1.0856005550455665
5134,5572.387649048893,1.0853891018794104
5135,5572.387649048893,1.0851777310708652
5136,5572.387649048893,1.0849664425718248
5137,5572.387649048893,1.084755236334221
5138,5572.387649048893,1.084544112310022
5139,5572.387649048893,1.0843330704512342
5140,5572.387649048893,1.0841221107099013
5141,5572.387649048893,1.083911233038104
5142,5572.387649048893,1.0837004373879604
5143,5572.387649048893,1.083489723711626
5144,5572.387649048893,1.0832790919612934
5145,5572.387649048893,1.083068542089192
5146,5572.387649048893,1.082858074047589
5147,5572.387649048893,1.0826476877887883
5148,5572.387649048893,1.0824373832651306
5149,5572.387649048893,1.0822271604289946
5150,5572.387649048893,1.0820170192327947
5151,5572.387649048893,1.0818069596289832
5152,5572.387649048893,1.081596981570049
5153,5572.387649048893,1.0813870850085179
5154,5572.387649048893,1.0811772698969524
5155,5572.387649048893,1.080967536187952
5156,5572.387649048893,1.080757883834153
5157,5572.387649048893,1.0805483127882283
5158,5572.387649048893,1.0803388230028874
5159,5572.387649048893,1.0801294144308766
5160,5572.387649048893,1.0799200870249792
5161,5572.387649048893,1.0797108407380145
5162,5572.387649048893,1.0795016755228386
5163,5572.387649048893,1.0792925913323441
5164,5572.387649048893,1.0790835881194603
5165,5572.387649048893,1.0788746658371526
5166,5572.387649048893,1.0786658244384228
5167,5572.387649048893,1.0784570638763098
5168,5572.387649048893,1.078248384103888
5169,5572.387649048893,1.0780397850742682
5170,5572.387649048893,1.0778312667405983
5171,5572.387649048893,1.0776228290560612
5172,5572.387649048893,1.0774144719738772
5173,5572.387649048893,1.077206195447302
5174,5572.387649048893,1.0769979994296275
5175,5572.387649048893,1.0767898838741823
5176,5572.387649048893,1.0765818487343302
5177,5572.387649048893,1.0763738939634717
5178,5572.387649048893,1.076166019515043
5179,5572.387649048893,1.0759582253425164
5180,5572.387649048893,1.0757505113994001
5181,5572.387649048893,1.0755428776392382
5182,5572.387649048893,1.0753353240156103
5183,5572.387649048893,1.0751278504821324
5184,5572.387649048893,1.0749204569924562
5185,5572.387649048893,1.0747131435002686
5186,5572.387649048893,1.0745059099592928
5187,5572.387649048893,1.0742987563232875
5188,5572.387649048893,1.0740916825460471
5189,5572.387649048893,1.0738846885814015
5190,5572.387649048893,1.0736777743832164
5191,5572.387649048893,1.0734709399053926
5192,5572.387649048893,1.073264185101867
5193,5572.387649048893,1.0730575099266113
5194,5572.387649048893,1.0728509143336336
5195,5572.387649048893,1.0726443982769764
5196,5572.387649048893,1.0724379617107185
5197,5572.387649048893,1.072231604588973
5198,5572.387649048893,1.0720253268658892
5199,5572.387649048893,1.0718191284956515
5200,5572.387649048893,1.0716130094324794
5201,5572.387649048893,1.0714069696306274
5202,5572.387649048893,1.0712010090443853
5203,5572.387649048893,1.0709951276280787
5204,5572.387649048893,1.070789325336067
5205,5572.387649048893,1.070583602122746
5206,5572.387649048893,1.0703779579425456
5207,5572.387649048893,1.0701723927499314
5208,5572.387649048893,1.0699669064994033
5209,5572.387649048893,1.069761499145497
5210,5628.255985453127,1.0802794597798708
5211,5628.255985453127,1.0800721522650407
5212,5628.255985453127,1.0798649243002931
5213,5628.255985453127,1.079657775839848
5214,5628.255985453127,1.0794507068379608
5215,5628.255985453127,1.0792437172489218
5216,5628.255985453127,1.0790368070270566
5217,5628.255985453127,1.0788299761267255
5218,5628.255985453127,1.0786232245023242
5219,5628.255985453127,1.0784165521082827
5220,5628.255985453127,1.0782099588990666
5221,5628.255985453127,1.078003444829176
5222,5628.255985453127,1.0777970098531457
5223,5628.255985453127,1.0775906539255462
5224,5628.255985453127,1.0773843770009814
5225,5628.255985453127,1.0771781790340913
5226,5628.255985453127,1.0769720599795498
5227,5628.255985453127,1.0767660197920657
5228,5628.255985453127,1.0765600584263824
5229,5628.255985453127,1.076354175837278
5230,5628.255985453127,1.0761483719795655
5231,5628.255985453127,1.0759426468080917
5232,5628.255985453127,1.0757370002777384
5233,5628.255985453127,1.075531432343422
5234,5628.255985453127,1.0753259429600932
5235,5628.255985453127,1.0751205320827368
5236,5628.255985453127,1.0749151996663726
5237,5628.255985453127,1.0747099456660545
5238,5628.255985453127,1.0745047700368704
5239,5628.255985453127,1.074299672733943
5240,5628.255985453127,1.074094653712429
5241,5628.255985453127,1.0738897129275191
5242,5628.255985453127,1.0736848503344387
5243,5628.255985453127,1.073480065888447
5244,5628.255985453127,1.0732753595448374
5245,5628.255985453127,1.0730707312589376
5246,5628.255985453127,1.0728661809861089
5247,5628.255985453127,1.0726617086817472
5248,5628.255985453127,1.0724573143012819
5249,5628.255985453127,1.0722529978001767
5250,5628.255985453127,1.072048759133929
5251,5628.255985453127,1.0718445982580704
5252,5628.255985453127,1.0716405151281658
5253,5628.255985453127,1.0714365096998149
5254,5628.255985453127,1.0712325819286501
5255,5628.255985453127,1.0710287317703382
5256,5628.255985453127,1.0708249591805798
5257,5628.255985453127,1.070621264115109
5258,5628.255985453127,1.0704176465296933
5259,5628.255985453127,1.0702141063801345
5260,5628.255985453127,1.0700106436222676
5261,5628.255985453127,1.069807258211961
5262,5628.255985453127,1.0696039501051173
5263,5628.255985453127,1.069400719257672
5264,5628.255985453127,1.069197565625594
5265,5628.255985453127,1.0689944891648864
5266,5628.255985453127,1.0687914898315851
5267,5628.255985453127,1.0685885675817595
5268,5628.255985453127,1.0683857223715123
5269,5628.255985453127,1.0681829541569798
5270,5628.255985453127,1.0679802628943316
5271,5628.255985453127,1.0677776485397699
5272,5628.255985453127,1.067575111049531
5273,5628.255985453127,1.0673726503798837
5274,5628.255985453127,1.0671702664871308
5275,5628.255985453127,1.0669679593276071
5276,5628.255985453127,1.0667657288576815
5277,5628.255985453127,1.0665635750337554
5278,5628.255985453127,1.0663614978122635
5279,5628.255985453127,1.0661594971496737
5280,5628.255985453127,1.0659575730024862
5281,5628.255985453127,1.065755725327235
5282,5628.255985453127,1.0655539540804861
5283,5628.255985453127,1.0653522592188391
5284,5628.255985453127,1.0651506406989264
5285,5628.255985453127,1.064949098477413
5286,5628.255985453127,1.0647476325109964
5287,5628.255985453127,1.0645462427564076
5288,5628.255985453127,1.06434492917041
5289,5628.255985453127,1.064143691709799
5290,5628.255985453127,1.063942530331404
5291,5628.255985453127,1.0637414449920861
5292,5628.255985453127,1.063540435648739
5293,5628.255985453127,1.0633395022582897
5294,5628.255985453127,1.063138644777697
5295,5628.255985453127,1.0629378631639523
5296,5628.255985453127,1.06273715737408
5297,5628.255985453127,1.0625365273651364
5298,5628.255985453127,1.0623359730942106
5299,5628.255985453127,1.0621354945184238
5300,5628.255985453127,1.0619350915949297
5301,5628.255985453127,1.0617347642809145
5302,5628.255985453127,1.0615345125335962
5303,5628.255985453127,1.061334336310226
5304,5628.255985453127,1.061134235568086
5305,5628.255985453127,1.0609342102644914
5306,5628.255985453127,1.06073426035679
5307,5628.255985453127,1.0605343858023606
5308,5628.255985453127,1.060334586558615
5309,5628.255985453127,1.0601348625829963
5310,5628.255985453127,1.0599352138329807
5311,5628.255985453127,1.0597356402660756
5312,5628.255985453127,1.0595361418398206
5313,5628.255985453127,1.0593367185117875
5314,5628.255985453127,1.0591373702395799
5315,5628.255985453127,1.058938096980833
5316,5628.255985453127,1.0587388986932142
5317,5628.255985453127,1.058539775334423
5318,5628.255985453127,1.0583407268621903
5319,5628.255985453127,1.0581417532342785
5320,5628.255985453127,1.0579428544084826
5321,5628.255985453127,1.0577440303426286
5322,5628.255985453127,1.057545280994575
5323,5628.255985453127,1.0573466063222106
5324,5628.255985453127,1.0571480062834575
5325,5628.255985453127,1.056949480836268
5326,5628.255985453127,1.056751029938627
5327,5628.255985453127,1.0565526535485503
5328,5628.255985453127,1.0563543516240854
5329,5628.255985453127,1.0561561241233115
5330,5628.255985453127,1.0559579710043392
5331,5628.255985453127,1.05575989222531
5332,5628.255985453127,1.0555618877443975
5333,5628.255985453127,1.0553639575198064
5334,5628.255985453127,1.0551661015097726
5335,5628.255985453127,1.0549683196725637
5336,5628.255985453127,1.0547706119664781
5337,5628.255985453127,1.0545729783498459
5338,5628.255985453127,1.054375418781028
5339,5628.255985453127,1.054177933218417
5340,5628.255985453127,1.0539805216204359
5341,5628.255985453127,1.0537831839455396
5342,5628.255985453127,1.053585920152214
5343,5628.255985453127,1.0533887301989757
5344,5628.255985453127,1.0531916140443727
5345,5628.255985453127,1.0529945716469835
5346,5628.255985453127,1.0527976029654185
5347,5628.255985453127,1.0526007079583182
5348,5628.255985453127,1.0524038865843544
5349,5628.255985453127,1.0522071388022298
5350,5628.255985453127,1.052010464570678
5351,5628.255985453127,1.0518138638484633
5352,5628.255985453127,1.051617336594381
5353,5628.255985453127,1.051420882767257
5354,5628.255985453127,1.0512245023259483
5355,5628.255985453127,1.051028195229342
5356,5628.255985453127,1.0508319614363568
5357,5628.255985453127,1.0506358009059413
5358,5628.255985453127,1.0504397135970749
5359,5628.255985453127,1.0502436994687678
5360,5673.211483407595,1.0584349782476856
5361,5673.211483407595,1.0582375458697248
5362,5673.211483407595,1.0580401871330836
5363,5673.211483407595,1.057842901996568
5364,5673.211483407595,1.0576456904190146
5365,5673.211483407595,1.0574485523592907
5366,5673.211483407595,1.0572514877762942
5367,5673.211483407595,1.0570544966289537
5368,5673.211483407595,1.0568575788762284
5369,5673.211483407595,1.0566607344771084
5370,5673.211483407595,1.0564639633906134
5371,5673.211483407595,1.056267265575795
5372,5673.211483407595,1.056070640991734
5373,5673.211483407595,1.0558740895975423
5374,5673.211483407595,1.0556776113523623
5375,5673.211483407595,1.0554812062153665
5376,5673.211483407595,1.055284874145758
5377,5673.211483407595,1.05508861510277
5378,5673.211483407595,1.0548924290456665
5379,5673.211483407595,1.0546963159337412
5380,5673.211483407595,1.0545002757263187
5381,5673.211483407595,1.0543043083827532
5382,5673.211483407595,1.0541084138624293
5383,5673.211483407595,1.053912592124762
5384,5673.211483407595,1.0537168431291966
5385,5673.211483407595,1.053521166835208
5386,5673.211483407595,1.0533255632023013
5387,5673.211483407595,1.0531300321900119
5388,5673.211483407595,1.0529345737579054
5389,5673.211483407595,1.052739187865577
5390,5673.211483407595,1.052543874472652
5391,5673.211483407595,1.052348633538786
5392,5673.211483407595,1.0521534650236637
5393,5673.211483407595,1.0519583688870007
5394,5673.211483407595,1.0517633450885417
5395,5673.211483407595,1.051568393588062
5396,5673.211483407595,1.051373514345366
5397,5673.211483407595,1.051178707320288
5398,5673.211483407595,1.0509839724726926
5399,5673.211483407595,1.0507893097624736
5400,5673.211483407595,1.0505947191495546
5401,5673.211483407595,1.050400200593889
5402,5673.211483407595,1.05020575405546
5403,5673.211483407595,1.05001137949428
5404,5673.211483407595,1.0498170768703914
5405,5673.211483407595,1.0496228461438657
5406,5673.211483407595,1.0494286872748049
5407,5747.712592055044,1.063013240624199
5408,5747.712592055044,1.0628166775249712
5409,5747.712592055044,1.062620187105758
5410,5747.712592055044,1.062423769326256
5411,5747.712592055044,1.062227424146192
5412,5747.712592055044,1.0620311515253222
5413,5747.712592055044,1.0618349514234333
5414,5747.712592055044,1.0616388238003407
5415,5747.712592055044,1.06144276861589
5416,5747.712592055044,1.0612467858299566
5417,5747.712592055044,1.061050875402445
5418,5747.712592055044,1.06085503729329
5419,5747.712592055044,1.0606592714624552
5420,5747.712592055044,1.0604635778699343
5421,5747.712592055044,1.0602679564757507
5422,5747.712592055044,1.0600724072399565
5423,5747.712592055044,1.059876930122634
5424,5747.712592055044,1.0596815250838947
5425,5747.712592055044,1.0594861920838792
5426,5747.712592055044,1.0592909310827578
5427,5747.712592055044,1.0590957420407305
5428,5747.712592055044,1.058900624918026
5429,5747.712592055044,1.0587055796749023
5430,5747.712592055044,1.0585106062716472
5431,5747.712592055044,1.0583157046685774
5432,5747.712592055044,1.0581208748260391
5433,5747.712592055044,1.0579261167044072
5434,5747.712592055044,1.0577314302640861
5435,5954.381965278866,1.095562459112947
5436,5954.381965278866,1.09536092076506
5437,5954.381965278866,1.0951594565530378
5438,5954.381965278866,1.0949580664359813
5439,5954.381965278866,1.094756750373022
5440,5954.381965278866,1.094555508323321
5441,5954.381965278866,1.0943543402460698
5442,5954.381965278866,1.09415324610049
5443,5954.381965278866,1.0939522258458325
5444,5954.381965278866,1.0937512794413788
5445,5954.381965278866,1.0935504068464401
5446,5954.381965278866,1.0933496080203573
5447,5954.381965278866,1.0931488829225016
5448,5954.381965278866,1.0929482315122736
5449,5954.381965278866,1.0927476537491037
5450,5954.381965278866,1.0925471495924526
5451,5954.381965278866,1.09234671900181
5452,5954.381965278866,1.092146361936696
5453,5954.381965278866,1.09194607835666
5454,5954.381965278866,1.0917458682212808
5455,5954.381965278866,1.091545731490168
5456,5954.381965278866,1.0913456681229594
5457,5954.381965278866,1.0911456780793232
5458,5954.381965278866,1.0909457613189568
5459,5954.381965278866,1.0907459178015875
5460,5954.381965278866,1.0905461474869718
5461,5954.381965278866,1.0903464503348959
5462,5954.381965278866,1.090146826305175
5463,5954.381965278866,1.0899472753576545
5464,5954.381965278866,1.0897477974522083
5465,5954.381965278866,1.0895483925487404
5466,5954.381965278866,1.0893490606071836
5467,5954.381965278866,1.0891498015875007
5468,5954.381965278866,1.0889506154496829
5469,5954.381965278866,1.0887515021537513
5470,5954.381965278866,1.0885524616597562
5471,5954.381965278866,1.0883534939277766
5472,5954.381965278866,1.0881545989179215
5473,5954.381965278866,1.0879557765903283
5474,5954.381965278866,1.0877570269051637
5475,5954.381965278866,1.087558349822624
5476,5954.381965278866,1.087359745302934
5477,5954.381965278866,1.0871612133063477
5478,5954.381965278866,1.0869627537931483
5479,5954.381965278866,1.0867643667236477
5480,5954.381965278866,1.0865660520581872
5481,5954.381965278866,1.0863678097571368
5482,5954.381965278866,1.0861696397808949
5483,5954.381965278866,1.0859715420898899
5484,5954.381965278866,1.085773516644578
5485,5954.381965278866,1.0855755634054451
5486,5954.381965278866,1.085377682333005
5487,5954.381965278866,1.0851798733878013
5488,5954.381965278866,1.0849821365304055
5489,5954.381965278866,1.0847844717214186
5490,5954.381965278866,1.0845868789214692
5491,5954.381965278866,1.0843893580912158
5492,5954.381965278866,1.0841919091913448
5493,5954.381965278866,1.0839945321825717
5494,5954.381965278866,1.08379722702564
5495,5954.381965278866,1.0835999936813223
5496,5954.381965278866,1.0834028321104197
5497,5954.381965278866,1.0832057422737613
5498,5954.381965278866,1.0830087241322055
5499,5954.381965278866,1.0828117776466386
5500,5954.381965278866,1.0826149027779757
5501,5954.381965278866,1.0824180994871597
5502,5954.381965278866,1.0822213677351629
5503,5954.381965278866,1.082024707482985
5504,5954.381965278866,1.0818281186916545
5505,5954.381965278866,1.0816316013222282
5506,5954.381965278866,1.0814351553357913
5507,5954.381965278866,1.0812387806934567
5508,5954.381965278866,1.0810424773563665
5509,5954.381965278866,1.08084624528569
5510,5954.381965278866,1.0806500844426254
5511,5954.381965278866,1.0804539947883989
5512,5954.381965278866,1.0802579762842646
5513,5954.381965278866,1.0800620288915048
5514,5954.381965278866,1.0798661525714301
5515,5954.381965278866,1.0796703472853793
5516,5954.381965278866,1.0794746129947184
5517,5954.381965278866,1.0792789496608421
5518,5954.381965278866,1.0790833572451732
5519,5954.381965278866,1.0788878357091622
5520,5954.381965278866,1.0786923850142873
5521,5954.381965278866,1.078497005122055
5522,5954.381965278866,1.0783016959939997
5523,5954.381965278866,1.0781064575916832
5524,5954.381965278866,1.0779112898766956
5525,5954.381965278866,1.0777161928106544
5526,5954.381965278866,1.0775211663552056
5527,5954.381965278866,1.077326210472022
5528,5954.381965278866,1.077131325122805
5529,5954.381965278866,1.0769365102692832
5530,5954.381965278866,1.0767417658732126
5531,5954.381965278866,1.076547091896378
5532,5954.381965278866,1.0763524883005904
5533,5954.381965278866,1.0761579550476896
5534,5954.381965278866,1.0759634920995422
5535,5954.381965278866,1.0757690994180427
5536,5954.381965278866,1.0755747769651132
5537,5954.381965278866,1.0753805247027028
5538,5954.381965278866,1.0751863425927892
5539,5954.381965278866,1.074992230597376
5540,5954.381965278866,1.0747981886784956
5541,5954.381965278866,1.0746042167982073
5542,5954.381965278866,1.0744103149185973
5543,5954.381965278866,1.07421648300178
5544,5954.381965278866,1.0740227210098965
5545,5954.381965278866,1.0738290289051156
5546,5954.381965278866,1.0736354066496332
5547,5954.381965278866,1.0734418542056727
5548,5954.381965278866,1.0732483715354841
5549,5954.381965278866,1.0730549586013456
5550,5954.381965278866,1.0728616153655615
5551,5954.381965278866,1.072668341790464
5552,5954.381965278866,1.0724751378384125
5553,5954.381965278866,1.072282003471793
5554,5954.381965278866,1.0720889386530188
5555,5954.381965278866,1.0718959433445303
5556,5954.381965278866,1.0717030175087952
5557,5954.381965278866,1.0715101611083078
5558,5954.381965278866,1.0713173741055895
5559,5954.381965278866,1.0711246564631887
5560,5954.381965278866,1.070932008143681
5561,5954.381965278866,1.0707394291096684
5562,5954.381965278866,1.0705469193237802
5563,5954.381965278866,1.0703544787486727
5564,5954.381965278866,1.0701621073470284
5565,5954.381965278866,1.0699698050815571
5566,5954.381965278866,1.0697775719149958
5567,5954.381965278866,1.069585407810107
5568,5954.381965278866,1.0693933127296815
5569,5954.381965278866,1.0692012866365355
5570,5954.381965278866,1.0690093294935128
5571,5954.381965278866,1.0688174412634834
5572,5954.381965278866,1.0686256219093442
5573,5954.381965278866,1.0684338713940187
5574,5954.381965278866,1.0682421896804568
5575,5954.381965278866,1.0680505767316353
5576,5954.381965278866,1.067859032510557
5577,5954.381965278866,1.067667556980252
5578,5954.381965278866,1.0674761501037766
5579,5954.381965278866,1.0672848118442133
5580,5954.381965278866,1.0670935421646714
5581,5954.381965278866,1.0669023410282863
5582,5954.381965278866,1.0667112083982204
5583,5954.381965278866,1.066520144237662
5584,5954.381965278866,1.0663291485098256
5585,5954.381965278866,1.0661382211779526
5586,5954.381965278866,1.0659473622053108
5587,5954.381965278866,1.0657565715551935
5588,5954.381965278866,1.065565849190921
5589,5954.381965278866,1.0653751950758394
5590,5954.381965278866,1.0651846091733213
5591,5954.381965278866,1.0649940914467655
5592,5954.381965278866,1.064803641859597
5593,5954.381965278866,1.0646132603752667
5594,5954.381965278866,1.0644229469572517
5595,5954.381965278866,1.0642327015690556
5596,5954.381965278866,1.0640425241742077
5597,5954.381965278866,1.0638524147362634
5598,5954.381965278866,1.0636623732188042
5599,5954.381965278866,1.0634723995854378
5600,5954.381965278866,1.0632824937997976
5601,5954.381965278866,1.063092655825543
5602,5954.381965278866,1.0629028856263596
5603,5954.381965278866,1.0627131831659586
5604,5954.381965278866,1.0625235484080775
5605,5954.381965278866,1.0623339813164792
5606,5954.381965278866,1.062144481854953
5607,5954.381965278866,1.0619550499873134
5608,5954.381965278866,1.0617656856774011
5609,5954.381965278866,1.061576388889083
5610,5954.381965278866,1.0613871595862507
5611,5954.381965278866,1.0611979977328223
5612,5954.381965278866,1.0610089032927417
5613,5954.381965278866,1.0608198762299779
5614,5954.381965278866,1.0606309165085261
5615,5954.381965278866,1.060442024092407
5616,5954.381965278866,1.060253198945667
5617,5954.381965278866,1.0600644410323778
5618,5954.381965278866,1.059875750316637
5619,5954.381965278866,1.0596871267625674
5620,5954.381965278866,1.0594985703343178
5621,5954.381965278866,1.0593100809960623
5622,5954.381965278866,1.0591216587120005
5623,5954.381965278866,1.058933303446357
5624,5954.381965278866,1.058745015163383
5625,5954.381965278866,1.058556793827354
5626,5954.381965278866,1.0583686394025713
5627,5954.381965278866,1.0581805518533616
5628,5954.381965278866,1.0579925311440772
5629,5954.381965278866,1.0578045772390952
5630,5954.381965278866,1.0576166901028181
5631,5954.381965278866,1.0574288696996743
5632,5954.381965278866,1.0572411159941169
5633,5954.381965278866,1.0570534289506242
5634,5954.381965278866,1.0568658085337002
5635,5954.381965278866,1.0566782547078732
5636,5954.381965278866,1.056490767437698
5637,5954.381965278866,1.0563033466877534
5638,5954.381965278866,1.0561159924226438
5639,5954.381965278866,1.0559287046069987
5640,5954.381965278866,1.0557414832054728
5641,5954.381965278866,1.0555543281827453
5642,5954.381965278866,1.0553672395035212
5643,5954.381965278866,1.05518021713253
5644,5954.381965278866,1.0549932610345263
5645,5954.381965278866,1.0548063711742899
5646,5954.381965278866,1.0546195475166253
5647,5954.381965278866,1.054432790026362
5648,5954.381965278866,1.0542460986683544
5649,5954.381965278866,1.054059473407482
5650,5954.381965278866,1.053872914208649
5651,5954.381965278866,1.053686421036784
5652,5954.381965278866,1.0534999938568412
5653,5954.381965278866,1.053313632633799
