frequency,recency,T,monetary_value
1.0,143.0,205.0,474.9
16.0,353.0,364.0,239.26624999999999
1.0,53.0,322.0,851.16
2.0,233.0,279.0,171.635
1.0,154.0,179.0,250.5
1.0,42.0,59.0,272.74
0.0,0.0,43.0,0.0
0.0,0.0,106.0,0.0
0.0,0.0,22.0,0.0
0.0,0.0,18.0,0.0
0.0,0.0,301.0,0.0
5.0,230.0,293.0,501.178
0.0,0.0,309.0,0.0
5.0,66.0,81.0,306.366
6.0,311.0,324.0,672.2383333333333
1.0,6.0,70.0,93.6
9.0,316.0,366.0,241.7444444444444
1.0,31.0,178.0,660.0
8.0,252.0,284.0,184.92
3.0,293.0,329.0,699.8166666666666
23.0,369.0,372.0,668.7552173913044
0.0,0.0,46.0,0.0
2.0,205.0,274.0,271.145
2.0,113.0,176.0,333.9
2.0,61.0,63.0,140.765
13.0,349.0,366.0,180.22923076923078
2.0,258.0,272.0,270.11
0.0,0.0,46.0,0.0
10.0,358.0,366.0,450.56000000000006
6.0,343.0,360.0,283.63666666666666
0.0,0.0,44.0,0.0
3.0,290.0,294.0,229.48333333333335
0.0,0.0,41.0,0.0
0.0,0.0,49.0,0.0
1.0,228.0,252.0,164.18
0.0,0.0,314.0,0.0
1.0,177.0,310.0,248.75
2.0,208.0,373.0,335.895
0.0,0.0,176.0,0.0
1.0,214.0,298.0,392.8
3.0,284.0,368.0,157.31333333333333
10.0,363.0,373.0,400.039
3.0,290.0,360.0,307.87
7.0,260.0,282.0,429.40857142857146
0.0,0.0,120.0,0.0
2.0,130.0,281.0,135.265
1.0,2.0,37.0,16.5
2.0,156.0,286.0,170.525
8.0,372.0,373.0,546.56375
0.0,0.0,269.0,0.0
1.0,154.0,181.0,284.24
2.0,179.0,195.0,213.45
0.0,0.0,293.0,0.0
1.0,184.0,206.0,352.78
0.0,0.0,37.0,0.0
0.0,0.0,175.0,0.0
0.0,0.0,228.0,0.0
6.0,316.0,338.0,116.20833333333333
6.0,362.0,371.0,301.6333333333334
0.0,0.0,267.0,0.0
2.0,208.0,295.0,285.925
1.0,158.0,186.0,443.88
6.0,281.0,315.0,841.1150000000001
1.0,123.0,326.0,105.85
4.0,87.0,130.0,155.5925
1.0,130.0,309.0,128.95
0.0,0.0,163.0,0.0
0.0,0.0,331.0,0.0
4.0,357.0,372.0,295.4175
0.0,0.0,23.0,0.0
0.0,0.0,231.0,0.0
0.0,0.0,14.0,0.0
1.0,152.0,275.0,303.03
0.0,0.0,311.0,0.0
7.0,253.0,301.0,702.6428571428571
2.0,217.0,246.0,580.345
9.0,324.0,333.0,356.46555555555557
2.0,296.0,373.0,772.88
0.0,0.0,71.0,0.0
0.0,0.0,246.0,0.0
3.0,94.0,369.0,264.12333333333333
0.0,0.0,67.0,0.0
6.0,349.0,366.0,220.92166666666665
0.0,0.0,34.0,0.0
2.0,109.0,238.0,539.03
6.0,338.0,373.0,250.155
4.0,161.0,162.0,255.46750000000003
3.0,308.0,317.0,315.51
0.0,0.0,16.0,0.0
2.0,284.0,287.0,540.905
0.0,0.0,122.0,0.0
4.0,357.0,372.0,860.1725
3.0,217.0,226.0,274.82
1.0,96.0,230.0,374.05
3.0,289.0,307.0,801.3566666666666
8.0,244.0,295.0,362.58125
0.0,0.0,35.0,0.0
0.0,0.0,238.0,0.0
3.0,273.0,293.0,350.6266666666667
3.0,266.0,281.0,437.53000000000003
2.0,118.0,139.0,539.425
1.0,315.0,370.0,23.75
13.0,345.0,363.0,470.08076923076925
0.0,0.0,42.0,0.0
0.0,0.0,29.0,0.0
0.0,0.0,365.0,0.0
0.0,0.0,67.0,0.0
1.0,80.0,254.0,115.60000000000001
1.0,116.0,155.0,282.23
2.0,242.0,370.0,77.23
7.0,264.0,370.0,1013.147142857143
0.0,0.0,92.0,0.0
2.0,231.0,256.0,169.61
1.0,21.0,36.0,111.60000000000001
0.0,0.0,73.0,0.0
0.0,0.0,270.0,0.0
0.0,0.0,79.0,0.0
0.0,0.0,31.0,0.0
1.0,12.0,55.0,501.00000000000006
8.0,358.0,367.0,229.78375
48.0,362.0,370.0,2685.69375
0.0,0.0,212.0,0.0
2.0,245.0,301.0,857.2
1.0,85.0,316.0,281.23
0.0,0.0,185.0,0.0
2.0,253.0,305.0,147.02
0.0,0.0,81.0,0.0
0.0,0.0,80.0,0.0
0.0,0.0,50.0,0.0
4.0,251.0,259.0,268.255
0.0,0.0,261.0,0.0
1.0,107.0,171.0,1838.95
3.0,251.0,332.0,318.9866666666667
1.0,189.0,247.0,101.03999999999999
6.0,318.0,359.0,235.61666666666667
0.0,0.0,245.0,0.0
2.0,175.0,218.0,246.39
0.0,0.0,100.0,0.0
12.0,266.0,273.0,546.3266666666667
1.0,28.0,120.0,138.32
5.0,178.0,206.0,274.38800000000003
0.0,0.0,30.0,0.0
3.0,226.0,281.0,865.1533333333333
3.0,219.0,246.0,229.70666666666668
0.0,0.0,272.0,0.0
3.0,119.0,365.0,205.32333333333335
9.0,343.0,365.0,189.33666666666667
2.0,249.0,319.0,183.425
1.0,325.0,370.0,337.93
2.0,94.0,237.0,3211.020000000001
7.0,350.0,361.0,919.2300000000001
3.0,308.0,368.0,437.84
0.0,0.0,31.0,0.0
0.0,0.0,162.0,0.0
3.0,322.0,372.0,311.77666666666664
0.0,0.0,181.0,0.0
0.0,0.0,48.0,0.0
1.0,51.0,59.0,79.6
4.0,365.0,373.0,286.75
5.0,237.0,252.0,328.36400000000003
0.0,0.0,162.0,0.0
2.0,138.0,371.0,355.555
0.0,0.0,72.0,0.0
9.0,357.0,359.0,426.19222222222226
0.0,0.0,309.0,0.0
9.0,372.0,373.0,581.1477777777777
2.0,189.0,228.0,389.265
2.0,154.0,291.0,284.81
3.0,105.0,333.0,572.8000000000001
1.0,18.0,70.0,306.0
1.0,73.0,277.0,478.26
0.0,0.0,288.0,0.0
0.0,0.0,130.0,0.0
30.0,369.0,373.0,570.7456666666666
1.0,4.0,365.0,356.55
9.0,356.0,358.0,309.9622222222222
3.0,308.0,365.0,203.67999999999998
3.0,119.0,287.0,741.6033333333334
3.0,254.0,289.0,473.16333333333336
1.0,263.0,294.0,210.14000000000001
0.0,0.0,225.0,0.0
0.0,0.0,63.0,0.0
23.0,371.0,372.0,1058.7495652173914
2.0,74.0,200.0,296.54
0.0,0.0,150.0,0.0
0.0,0.0,42.0,0.0
1.0,129.0,356.0,336.55
6.0,280.0,368.0,124.88666666666666
3.0,186.0,308.0,351.06999999999994
2.0,16.0,85.0,29.125000000000004
2.0,32.0,95.0,231.13
5.0,369.0,371.0,481.09
3.0,236.0,329.0,249.70666666666668
0.0,0.0,140.0,0.0
0.0,0.0,23.0,0.0
0.0,0.0,57.0,0.0
0.0,0.0,281.0,0.0
0.0,0.0,181.0,0.0
3.0,249.0,272.0,204.6
0.0,0.0,134.0,0.0
2.0,211.0,282.0,412.48
46.0,359.0,366.0,830.4134782608695
6.0,200.0,279.0,289.40166666666664
1.0,306.0,371.0,642.54
14.0,287.0,296.0,1518.2092857142857
1.0,187.0,253.0,628.3100000000001
1.0,1.0,71.0,30.0
2.0,368.0,370.0,157.125
1.0,66.0,95.0,397.59999999999997
3.0,206.0,368.0,371.82
0.0,0.0,162.0,0.0
3.0,259.0,300.0,903.1733333333333
0.0,0.0,64.0,0.0
2.0,69.0,373.0,439.95000000000005
2.0,262.0,315.0,212.76500000000001
3.0,311.0,339.0,238.63
4.0,344.0,359.0,513.5600000000001
6.0,258.0,272.0,253.14333333333332
1.0,109.0,365.0,112.22999999999999
0.0,0.0,56.0,0.0
0.0,0.0,216.0,0.0
12.0,360.0,364.0,323.69416666666666
0.0,0.0,57.0,0.0
0.0,0.0,39.0,0.0
1.0,93.0,304.0,121.74
2.0,126.0,280.0,68.125
1.0,15.0,49.0,299.5
3.0,210.0,214.0,344.64000000000004
0.0,0.0,121.0,0.0
0.0,0.0,51.0,0.0
7.0,295.0,296.0,268.59285714285716
0.0,0.0,16.0,0.0
0.0,0.0,34.0,0.0
0.0,0.0,354.0,0.0
5.0,364.0,365.0,320.0
2.0,227.0,259.0,710.8499999999999
3.0,300.0,314.0,585.2333333333335
0.0,0.0,245.0,0.0
13.0,335.0,335.0,301.2130769230769
3.0,231.0,366.0,332.2966666666667
7.0,156.0,254.0,92.27857142857144
4.0,178.0,206.0,196.565
0.0,0.0,164.0,0.0
1.0,101.0,165.0,144.82999999999998
0.0,0.0,24.0,0.0
2.0,128.0,228.0,314.625
0.0,0.0,21.0,0.0
5.0,310.0,326.0,749.6479999999999
5.0,282.0,304.0,465.91999999999996
3.0,291.0,354.0,309.53333333333336
2.0,198.0,360.0,333.725
4.0,263.0,281.0,124.94250000000001
5.0,169.0,308.0,271.66999999999996
7.0,335.0,357.0,408.9985714285714
1.0,219.0,324.0,177.61
2.0,57.0,239.0,282.175
0.0,0.0,280.0,0.0
4.0,195.0,197.0,236.58
15.0,270.0,280.0,1668.9386666666664
8.0,328.0,366.0,482.61125
3.0,94.0,105.0,282.16
2.0,171.0,210.0,637.75
4.0,304.0,321.0,313.7375
3.0,359.0,368.0,276.64000000000004
2.0,204.0,217.0,232.58
1.0,98.0,210.0,109.44
1.0,221.0,371.0,584.45
0.0,0.0,260.0,0.0
1.0,239.0,312.0,366.89
0.0,0.0,46.0,0.0
2.0,235.0,259.0,304.57000000000005
6.0,329.0,338.0,421.6716666666666
4.0,92.0,359.0,8416.4
0.0,0.0,35.0,0.0
0.0,0.0,367.0,0.0
0.0,0.0,44.0,0.0
0.0,0.0,326.0,0.0
1.0,98.0,156.0,174.14
9.0,269.0,283.0,168.09333333333333
0.0,0.0,58.0,0.0
0.0,0.0,141.0,0.0
0.0,0.0,29.0,0.0
3.0,212.0,310.0,303.77
1.0,116.0,175.0,358.6
3.0,131.0,197.0,417.01
3.0,319.0,356.0,209.3166666666667
1.0,30.0,102.0,269.75
0.0,0.0,72.0,0.0
6.0,278.0,329.0,411.9583333333333
5.0,344.0,371.0,560.83
2.0,56.0,287.0,1898.4450000000002
1.0,32.0,49.0,154.9
0.0,0.0,37.0,0.0
3.0,181.0,247.0,275.6766666666667
9.0,351.0,358.0,580.9155555555556
0.0,0.0,169.0,0.0
0.0,0.0,212.0,0.0
0.0,0.0,288.0,0.0
1.0,85.0,114.0,338.5
2.0,359.0,370.0,517.23
2.0,324.0,370.0,145.555
8.0,343.0,358.0,1043.2075
4.0,319.0,363.0,656.25
0.0,0.0,10.0,0.0
2.0,241.0,293.0,177.70499999999998
4.0,355.0,369.0,974.4200000000001
2.0,112.0,146.0,217.365
0.0,0.0,27.0,0.0
0.0,0.0,70.0,0.0
13.0,230.0,232.0,157.07692307692307
1.0,43.0,65.0,133.25
2.0,227.0,338.0,204.14999999999998
0.0,0.0,70.0,0.0
0.0,0.0,31.0,0.0
0.0,0.0,58.0,0.0
16.0,259.0,259.0,246.93625
1.0,51.0,72.0,558.0
5.0,259.0,317.0,328.418
0.0,0.0,217.0,0.0
5.0,282.0,310.0,455.78000000000003
2.0,162.0,303.0,279.485
0.0,0.0,46.0,0.0
4.0,343.0,371.0,585.645
3.0,217.0,291.0,127.62666666666668
0.0,0.0,50.0,0.0
5.0,323.0,323.0,347.666
9.0,364.0,365.0,481.00777777777773
6.0,366.0,367.0,144.76500000000001
6.0,294.0,303.0,456.06333333333333
1.0,21.0,35.0,305.08
1.0,242.0,260.0,299.64
2.0,99.0,198.0,199.15
1.0,83.0,98.0,66.8
8.0,357.0,371.0,344.075
8.0,342.0,356.0,295.5775
1.0,13.0,34.0,403.38
1.0,31.0,185.0,238.76
2.0,130.0,211.0,151.32500000000002
16.0,360.0,369.0,328.11875000000003
3.0,323.0,372.0,406.2266666666667
5.0,120.0,128.0,397.288
0.0,0.0,367.0,0.0
1.0,42.0,70.0,834.66
3.0,124.0,287.0,301.27333333333337
0.0,0.0,147.0,0.0
0.0,0.0,67.0,0.0
0.0,0.0,97.0,0.0
0.0,0.0,200.0,0.0
1.0,127.0,242.0,165.48000000000002
1.0,243.0,258.0,437.35
1.0,200.0,211.0,1166.37
6.0,304.0,335.0,978.6233333333333
0.0,0.0,206.0,0.0
0.0,0.0,280.0,0.0
1.0,53.0,164.0,301.53
3.0,218.0,227.0,261.19666666666666
0.0,0.0,121.0,0.0
0.0,0.0,25.0,0.0
7.0,119.0,218.0,546.35
1.0,155.0,260.0,326.58
0.0,0.0,185.0,0.0
9.0,363.0,364.0,572.7833333333333
23.0,371.0,371.0,922.007391304348
5.0,359.0,360.0,313.07599999999996
0.0,0.0,190.0,0.0
3.0,206.0,247.0,404.78999999999996
3.0,254.0,367.0,157.14000000000001
1.0,276.0,308.0,804.95
0.0,0.0,210.0,0.0
20.0,352.0,373.0,419.866
0.0,0.0,360.0,0.0
1.0,238.0,364.0,139.94
4.0,266.0,319.0,556.2774999999999
11.0,327.0,335.0,841.5709090909091
7.0,304.0,311.0,345.45428571428573
0.0,0.0,17.0,0.0
5.0,230.0,252.0,1338.502
13.0,370.0,371.0,454.69615384615383
0.0,0.0,25.0,0.0
1.0,89.0,121.0,141.25
1.0,146.0,358.0,521.0
4.0,355.0,371.0,517.835
1.0,68.0,165.0,147.95999999999998
10.0,272.0,273.0,321.091
2.0,231.0,373.0,271.5
10.0,355.0,364.0,1426.574
7.0,293.0,366.0,2893.9485714285715
8.0,257.0,322.0,195.81625
2.0,42.0,66.0,290.075
2.0,74.0,312.0,387.375
1.0,47.0,196.0,110.44
0.0,0.0,319.0,0.0
0.0,0.0,301.0,0.0
0.0,0.0,258.0,0.0
2.0,138.0,176.0,391.305
0.0,0.0,30.0,0.0
3.0,248.0,256.0,92.93
0.0,0.0,317.0,0.0
3.0,324.0,372.0,278.40333333333336
6.0,360.0,364.0,607.26
0.0,0.0,27.0,0.0
2.0,350.0,356.0,162.33
0.0,0.0,147.0,0.0
14.0,363.0,366.0,374.25642857142856
0.0,0.0,97.0,0.0
1.0,331.0,370.0,415.11
1.0,15.0,56.0,849.85
1.0,44.0,333.0,4010.08
9.0,349.0,358.0,335.1488888888889
0.0,0.0,74.0,0.0
0.0,0.0,357.0,0.0
1.0,164.0,280.0,290.86
8.0,354.0,364.0,283.8875
6.0,233.0,256.0,554.7366666666667
2.0,171.0,195.0,198.45
3.0,313.0,356.0,1358.7666666666667
0.0,0.0,372.0,0.0
3.0,282.0,365.0,670.27
1.0,7.0,373.0,194.75
19.0,303.0,373.0,369.46
4.0,203.0,289.0,471.47249999999997
10.0,356.0,366.0,467.15500000000003
4.0,211.0,241.0,165.95250000000001
1.0,165.0,301.0,504.87
0.0,0.0,63.0,0.0
1.0,343.0,353.0,116.89
2.0,331.0,372.0,136.36
0.0,0.0,368.0,0.0
0.0,0.0,79.0,0.0
2.0,45.0,60.0,353.625
0.0,0.0,186.0,0.0
3.0,180.0,214.0,352.52
2.0,353.0,363.0,520.245
0.0,0.0,283.0,0.0
0.0,0.0,368.0,0.0
10.0,347.0,364.0,1046.219
10.0,370.0,372.0,421.331
4.0,331.0,366.0,317.00750000000005
0.0,0.0,330.0,0.0
2.0,52.0,177.0,163.32999999999998
1.0,273.0,281.0,311.81
0.0,0.0,121.0,0.0
2.0,151.0,245.0,1237.125
4.0,312.0,330.0,1127.5974999999999
4.0,252.0,275.0,464.65
0.0,0.0,49.0,0.0
1.0,43.0,351.0,327.4
3.0,272.0,294.0,358.24666666666667
0.0,0.0,118.0,0.0
4.0,314.0,330.0,1146.185
78.0,367.0,373.0,2506.4094871794873
2.0,257.0,281.0,208.525
7.0,357.0,371.0,407.3357142857143
6.0,88.0,333.0,794.515
4.0,357.0,361.0,425.8075
0.0,0.0,97.0,0.0
1.0,121.0,261.0,144.9
3.0,217.0,316.0,189.9
1.0,144.0,199.0,67.5
1.0,14.0,79.0,145.2
2.0,20.0,30.0,217.68
0.0,0.0,365.0,0.0
2.0,37.0,277.0,136.20999999999998
1.0,89.0,365.0,111.56
4.0,209.0,262.0,901.155
1.0,14.0,16.0,159.55
5.0,270.0,286.0,239.23799999999997
8.0,176.0,183.0,189.86625
1.0,152.0,197.0,94.45
3.0,153.0,231.0,173.82333333333335
1.0,70.0,116.0,146.71
4.0,217.0,279.0,336.5725
0.0,0.0,108.0,0.0
1.0,20.0,23.0,311.24
0.0,0.0,301.0,0.0
1.0,334.0,363.0,117.0
0.0,0.0,23.0,0.0
0.0,0.0,31.0,0.0
9.0,310.0,337.0,736.8055555555555
2.0,195.0,269.0,398.2
0.0,0.0,45.0,0.0
4.0,303.0,338.0,183.26999999999998
2.0,107.0,165.0,342.825
0.0,0.0,252.0,0.0
2.0,179.0,223.0,132.075
2.0,243.0,259.0,303.28
0.0,0.0,32.0,0.0
2.0,315.0,372.0,265.33000000000004
5.0,248.0,277.0,342.96999999999997
1.0,14.0,37.0,314.4
0.0,0.0,322.0,0.0
0.0,0.0,186.0,0.0
8.0,301.0,321.0,332.86125
9.0,331.0,337.0,369.7522222222222
6.0,319.0,365.0,328.8983333333333
0.0,0.0,80.0,0.0
0.0,0.0,39.0,0.0
3.0,363.0,366.0,400.34
0.0,0.0,49.0,0.0
6.0,161.0,162.0,165.885
1.0,84.0,128.0,148.25
1.0,2.0,204.0,574.7
6.0,163.0,247.0,439.88166666666666
4.0,154.0,179.0,121.03750000000001
3.0,262.0,331.0,464.50666666666666
0.0,0.0,76.0,0.0
3.0,255.0,304.0,859.9066666666668
2.0,109.0,181.0,332.225
2.0,68.0,106.0,328.6
1.0,113.0,183.0,504.3
0.0,0.0,85.0,0.0
2.0,179.0,279.0,508.125
2.0,121.0,254.0,599.475
3.0,133.0,140.0,317.34999999999997
1.0,217.0,225.0,161.0
1.0,72.0,369.0,128.28
9.0,303.0,369.0,193.95222222222225
0.0,0.0,58.0,0.0
0.0,0.0,331.0,0.0
7.0,111.0,111.0,325.98285714285714
0.0,0.0,295.0,0.0
3.0,147.0,186.0,150.51333333333332
1.0,56.0,150.0,418.39
7.0,269.0,314.0,756.7872857142858
0.0,0.0,16.0,0.0
1.0,130.0,258.0,158.05
0.0,0.0,67.0,0.0
0.0,0.0,181.0,0.0
1.0,203.0,329.0,551.4300000000001
3.0,268.0,283.0,555.13
13.0,340.0,370.0,1393.8738461538462
1.0,77.0,183.0,285.48
0.0,0.0,58.0,0.0
3.0,232.0,246.0,233.60333333333335
1.0,148.0,247.0,590.65
0.0,0.0,63.0,0.0
0.0,0.0,105.0,0.0
0.0,0.0,74.0,0.0
0.0,0.0,44.0,0.0
1.0,20.0,217.0,308.26
0.0,0.0,321.0,0.0
4.0,212.0,242.0,252.945
2.0,253.0,295.0,337.525
4.0,315.0,361.0,3194.0474999999997
0.0,0.0,44.0,0.0
1.0,161.0,316.0,81.36
0.0,0.0,43.0,0.0
10.0,295.0,297.0,322.332
3.0,106.0,204.0,131.79666666666668
0.0,0.0,288.0,0.0
3.0,218.0,366.0,407.7366666666667
2.0,331.0,370.0,1120.245
2.0,318.0,366.0,665.64
6.0,350.0,365.0,602.0566666666667
4.0,220.0,265.0,912.435
4.0,361.0,364.0,370.9175
0.0,0.0,42.0,0.0
3.0,293.0,366.0,728.9033333333333
1.0,153.0,209.0,288.15
19.0,353.0,363.0,1973.3363157894737
16.0,372.0,372.0,530.109375
2.0,250.0,301.0,522.395
2.0,307.0,372.0,314.15000000000003
1.0,27.0,69.0,115.34
1.0,191.0,205.0,669.59
3.0,299.0,312.0,252.00000000000003
4.0,359.0,367.0,458.3025
0.0,0.0,184.0,0.0
1.0,137.0,185.0,764.04
0.0,0.0,67.0,0.0
0.0,0.0,202.0,0.0
4.0,126.0,139.0,173.3425
0.0,0.0,65.0,0.0
1.0,70.0,269.0,351.26
3.0,208.0,265.0,328.32
0.0,0.0,95.0,0.0
0.0,0.0,59.0,0.0
2.0,141.0,322.0,326.37
1.0,42.0,108.0,310.19
3.0,230.0,294.0,118.63333333333333
1.0,284.0,328.0,339.8
0.0,0.0,204.0,0.0
1.0,69.0,167.0,449.68
4.0,318.0,335.0,313.66499999999996
0.0,0.0,73.0,0.0
7.0,348.0,358.0,655.9614285714285
0.0,0.0,258.0,0.0
1.0,35.0,51.0,515.7
3.0,143.0,203.0,429.79333333333335
0.0,0.0,171.0,0.0
0.0,0.0,63.0,0.0
6.0,318.0,373.0,333.87
1.0,40.0,107.0,88.6
3.0,269.0,325.0,279.58666666666664
13.0,259.0,261.0,160.62692307692308
1.0,72.0,132.0,621.24
0.0,0.0,371.0,0.0
1.0,50.0,65.0,305.45
1.0,21.0,66.0,100.86
2.0,262.0,262.0,269.45500000000004
1.0,39.0,63.0,150.6
0.0,0.0,213.0,0.0
1.0,49.0,86.0,149.32
1.0,287.0,316.0,310.18
0.0,0.0,160.0,0.0
1.0,19.0,296.0,299.44
4.0,226.0,311.0,229.6825
1.0,156.0,234.0,269.73
0.0,0.0,176.0,0.0
1.0,91.0,176.0,530.31
0.0,0.0,318.0,0.0
0.0,0.0,256.0,0.0
1.0,87.0,115.0,600.05
0.0,0.0,317.0,0.0
0.0,0.0,86.0,0.0
0.0,0.0,25.0,0.0
0.0,0.0,135.0,0.0
8.0,316.0,323.0,395.73375
2.0,166.0,225.0,313.075
3.0,53.0,60.0,355.52666666666664
0.0,0.0,211.0,0.0
0.0,0.0,67.0,0.0
0.0,0.0,199.0,0.0
10.0,228.0,235.0,410.36
4.0,366.0,372.0,279.7425
1.0,126.0,162.0,261.3
7.0,280.0,309.0,236.3942857142857
1.0,223.0,266.0,501.52
8.0,301.0,360.0,265.59375
0.0,0.0,287.0,0.0
1.0,50.0,274.0,228.29999999999998
6.0,350.0,354.0,197.64999999999998
0.0,0.0,21.0,0.0
3.0,261.0,367.0,394.0800000000001
3.0,199.0,202.0,365.53000000000003
1.0,61.0,72.0,1085.9
0.0,0.0,59.0,0.0
2.0,279.0,324.0,262.485
0.0,0.0,9.0,0.0
9.0,344.0,358.0,630.1988888888889
0.0,0.0,22.0,0.0
0.0,0.0,17.0,0.0
2.0,295.0,326.0,425.425
3.0,179.0,326.0,227.08666666666667
12.0,348.0,357.0,465.6225
1.0,257.0,329.0,406.61
2.0,303.0,372.0,219.14499999999998
6.0,242.0,280.0,1134.8383333333334
1.0,137.0,266.0,305.08
0.0,0.0,38.0,0.0
1.0,96.0,242.0,585.4000000000001
2.0,308.0,322.0,803.295
0.0,0.0,100.0,0.0
0.0,0.0,136.0,0.0
0.0,0.0,188.0,0.0
4.0,218.0,218.0,132.59
3.0,244.0,322.0,1424.9133333333332
7.0,372.0,372.0,478.0057142857143
6.0,316.0,325.0,421.56
3.0,276.0,325.0,979.4833333333332
1.0,11.0,14.0,303.5
0.0,0.0,91.0,0.0
0.0,0.0,90.0,0.0
0.0,0.0,21.0,0.0
0.0,0.0,35.0,0.0
3.0,64.0,71.0,439.9633333333333
3.0,231.0,245.0,149.70333333333335
9.0,302.0,326.0,281.42777777777775
1.0,126.0,156.0,273.85
4.0,357.0,368.0,212.84
3.0,63.0,130.0,133.95
0.0,0.0,15.0,0.0
0.0,0.0,286.0,0.0
5.0,328.0,359.0,100.764
8.0,308.0,325.0,537.75625
0.0,0.0,67.0,0.0
0.0,0.0,134.0,0.0
1.0,59.0,262.0,51.0
7.0,273.0,336.0,371.8414285714286
6.0,354.0,361.0,359.45
7.0,348.0,372.0,216.05571428571426
0.0,0.0,368.0,0.0
3.0,263.0,314.0,557.6866666666666
0.0,0.0,65.0,0.0
1.0,141.0,367.0,192.12
0.0,0.0,324.0,0.0
0.0,0.0,214.0,0.0
0.0,0.0,43.0,0.0
2.0,268.0,339.0,247.5
3.0,356.0,373.0,331.46
2.0,368.0,368.0,313.865
2.0,316.0,353.0,358.31000000000006
2.0,270.0,312.0,629.3299999999999
3.0,91.0,105.0,584.3533333333334
0.0,0.0,371.0,0.0
2.0,321.0,357.0,156.805
1.0,42.0,188.0,78.0
1.0,11.0,14.0,125.10000000000001
2.0,175.0,247.0,330.35
1.0,22.0,63.0,796.39
0.0,0.0,7.0,0.0
6.0,189.0,254.0,284.6333333333333
4.0,251.0,276.0,548.3025
1.0,330.0,366.0,147.6
0.0,0.0,294.0,0.0
5.0,260.0,268.0,275.03200000000004
0.0,0.0,308.0,0.0
4.0,149.0,185.0,411.32
3.0,95.0,104.0,322.18
7.0,326.0,365.0,743.2671428571429
2.0,230.0,234.0,443.5
4.0,351.0,364.0,432.4375
1.0,164.0,175.0,289.91
0.0,0.0,169.0,0.0
1.0,61.0,71.0,505.75
4.0,349.0,367.0,198.72750000000002
2.0,132.0,203.0,30.479999999999997
5.0,290.0,361.0,537.37
4.0,163.0,185.0,362.7675
0.0,0.0,151.0,0.0
1.0,45.0,363.0,83.14
0.0,0.0,126.0,0.0
3.0,89.0,319.0,194.62666666666667
1.0,7.0,51.0,335.35
7.0,298.0,361.0,501.23428571428576
0.0,0.0,24.0,0.0
68.0,372.0,372.0,269.9954411764706
9.0,291.0,322.0,341.3288888888889
0.0,0.0,114.0,0.0
6.0,287.0,333.0,441.73
3.0,203.0,245.0,347.06333333333333
7.0,237.0,269.0,207.48
5.0,258.0,288.0,532.188
0.0,0.0,258.0,0.0
2.0,153.0,318.0,264.995
7.0,353.0,367.0,377.51142857142855
5.0,285.0,336.0,167.06
20.0,358.0,373.0,549.1245
0.0,0.0,105.0,0.0
0.0,0.0,309.0,0.0
5.0,357.0,368.0,414.416
3.0,249.0,368.0,431.46999999999997
2.0,317.0,372.0,155.54500000000002
1.0,95.0,118.0,298.18
2.0,270.0,316.0,272.48
1.0,212.0,227.0,172.49
2.0,98.0,144.0,246.38
3.0,340.0,356.0,566.9466666666667
2.0,92.0,323.0,243.315
2.0,77.0,366.0,174.52499999999998
0.0,0.0,25.0,0.0
17.0,358.0,372.0,212.33294117647057
6.0,280.0,305.0,254.155
1.0,83.0,227.0,149.65
1.0,301.0,370.0,1616.44
0.0,0.0,108.0,0.0
2.0,116.0,168.0,907.5
0.0,0.0,70.0,0.0
2.0,151.0,238.0,94.07
0.0,0.0,78.0,0.0
0.0,0.0,60.0,0.0
2.0,204.0,256.0,1201.65
3.0,328.0,335.0,243.73333333333335
0.0,0.0,367.0,0.0
0.0,0.0,123.0,0.0
0.0,0.0,7.0,0.0
2.0,334.0,363.0,148.60000000000002
0.0,0.0,67.0,0.0
0.0,0.0,153.0,0.0
0.0,0.0,179.0,0.0
2.0,238.0,256.0,235.825
3.0,239.0,295.0,170.34
3.0,34.0,51.0,254.85666666666665
0.0,0.0,213.0,0.0
0.0,0.0,6.0,0.0
18.0,308.0,367.0,161.01222222222225
5.0,333.0,365.0,532.194
0.0,0.0,8.0,0.0
1.0,235.0,323.0,221.5
0.0,0.0,261.0,0.0
2.0,58.0,72.0,608.9449999999999
0.0,0.0,204.0,0.0
1.0,119.0,144.0,288.9
0.0,0.0,28.0,0.0
0.0,0.0,291.0,0.0
0.0,0.0,268.0,0.0
2.0,357.0,366.0,360.455
94.0,370.0,371.0,196.6958510638298
6.0,257.0,359.0,874.6550000000001
5.0,354.0,368.0,271.23400000000004
5.0,278.0,303.0,166.272
1.0,119.0,149.0,10.9
1.0,155.0,233.0,312.93
0.0,0.0,50.0,0.0
0.0,0.0,315.0,0.0
0.0,0.0,21.0,0.0
4.0,154.0,183.0,162.0275
1.0,163.0,183.0,79.2
1.0,13.0,50.0,109.0
2.0,170.0,181.0,271.57500000000005
0.0,0.0,176.0,0.0
3.0,172.0,318.0,231.28666666666666
4.0,222.0,237.0,226.76250000000002
3.0,189.0,239.0,112.56333333333333
7.0,349.0,358.0,430.59285714285716
6.0,334.0,364.0,363.875
0.0,0.0,14.0,0.0
2.0,241.0,318.0,473.455
0.0,0.0,119.0,0.0
2.0,101.0,122.0,350.38
3.0,104.0,176.0,148.04
0.0,0.0,88.0,0.0
0.0,0.0,312.0,0.0
2.0,253.0,296.0,624.5
3.0,277.0,321.0,418.59999999999997
