frequency,recency,T,monetary_value,exp_purchases_h365,exp_aov,exp_clv_h365,exp_clv_disc
1.0,325.0,370.0,337.93,inf,383.75781369041226,inf,inf
2.0,94.0,237.0,3211.020000000001,3.3968360156231934,2171.461450004798,7376.09845991366,7303.067782092733
7.0,350.0,361.0,919.2300000000001,6.639861867108917,847.0985907449412,5624.617630369038,5568.9283469000375
3.0,308.0,368.0,437.84,3.2149949486727194,433.43363360501144,1393.486942624974,1379.6900422029446
0.0,0.0,31.0,0.0,,422.3124833438367,,
0.0,0.0,162.0,0.0,,422.3124833438367,,
3.0,322.0,372.0,311.77666666666664,3.1860222199115578,343.14429091941963,1093.2653355050668,1082.4409262426404
0.0,0.0,181.0,0.0,,422.3124833438367,,
0.0,0.0,48.0,0.0,,422.3124833438367,,
1.0,51.0,59.0,79.6,inf,265.72587842506334,inf,inf
4.0,365.0,373.0,286.75,3.999334102405232,317.8054419551966,1271.0101419413843,1258.4258831102816
5.0,237.0,252.0,328.36400000000003,6.620548088868947,346.40856254887996,2293.4145467508265,2270.7074720305213
0.0,0.0,162.0,0.0,,422.3124833438367,,
2.0,138.0,371.0,355.555,2.369037381047642,380.4404755013752,901.2777077262975,892.3541660656412
0.0,0.0,72.0,0.0,,422.3124833438367,,
9.0,357.0,359.0,426.19222222222226,8.364949193621538,425.7395975527872,3561.290103241945,3526.0298051900445
0.0,0.0,309.0,0.0,0.8379969690415544,422.3124833438367,353.89658103054705,350.3926544856902
9.0,372.0,373.0,581.1477777777777,8.101702381977644,562.617465586328,4558.159261082978,4513.0289713692855
2.0,189.0,228.0,389.265,3.49878697938461,401.5842531524794,1405.0577560557879,1391.1462931245424
2.0,154.0,291.0,284.81,2.8913335482727023,336.06739481530667,971.6829331101038,962.0623100100038
3.0,105.0,333.0,572.8000000000001,3.4929266730410133,530.0949653867679,1851.5828438441943,1833.2503404397962
1.0,18.0,70.0,306.0,inf,369.1688782472869,inf,inf
1.0,73.0,277.0,478.26,inf,447.8751112392313,inf,inf
0.0,0.0,288.0,0.0,0.8868984657723316,422.3124833438367,374.54829355415205,370.83989460807135
0.0,0.0,130.0,0.0,,422.3124833438367,,
30.0,369.0,373.0,570.7456666666666,25.331649156181467,565.0886605610033,14314.627691467855,14172.898704423618
1.0,4.0,365.0,356.55,inf,392.26536076059693,inf,inf
9.0,356.0,358.0,309.9622222222222,8.384408673924607,323.06941871021854,2708.746036513737,2681.926768825482
3.0,308.0,365.0,203.67999999999998,3.237072673356943,265.7230715865166,860.1648937131836,851.6484096170134
3.0,119.0,287.0,741.6033333333334,3.9406566941362264,650.9956397287932,2565.350325550764,2539.950817376994
3.0,254.0,289.0,473.16333333333336,3.9188166328039284,458.7329848421996,1797.690451015404,1779.8915356588159
1.0,263.0,294.0,210.14000000000001,inf,325.3700886582483,inf,inf
0.0,0.0,225.0,0.0,,422.3124833438367,,
0.0,0.0,63.0,0.0,,422.3124833438367,,
23.0,371.0,372.0,1058.7495652173914,19.632464853033873,1027.4746537967992,20171.860028048806,19972.138641632482
2.0,74.0,200.0,296.54,3.859135097403671,343.4247520341572,1325.322513892169,1312.2005088041276
0.0,0.0,150.0,0.0,,422.3124833438367,,
0.0,0.0,42.0,0.0,,422.3124833438367,,
1.0,129.0,356.0,336.55,inf,383.1272865713546,inf,inf
6.0,280.0,368.0,124.88666666666666,5.704395194785524,174.06612947707913,992.941992563965,983.1108837266979
3.0,186.0,308.0,351.06999999999994,3.722806157729247,371.2870438102352,1382.2296929818324,1368.5442504770617
2.0,16.0,85.0,29.125000000000004,6.688323130528265,175.6951969890656,1175.1062499446875,1163.4715345987006
2.0,32.0,95.0,231.13,6.287500683484124,302.39792034745517,1901.327130868802,1882.502109771091
5.0,369.0,371.0,481.09,4.841574246662415,469.8006791081631,2274.574869034596,2252.0543257768277
3.0,236.0,329.0,249.70666666666668,3.527780569594193,298.6883864759281,1053.7070861732202,1043.2743427457626
0.0,0.0,140.0,0.0,,422.3124833438367,,
0.0,0.0,23.0,0.0,,422.3124833438367,,
0.0,0.0,57.0,0.0,,422.3124833438367,,
0.0,0.0,281.0,0.0,0.9044924168240166,422.3124833438367,381.9784387146191,378.19647397487034
0.0,0.0,181.0,0.0,,422.3124833438367,,
3.0,249.0,272.0,204.6,4.112555122655507,266.38199589919606,1095.5106418184369,1084.6640018004325
0.0,0.0,134.0,0.0,,422.3124833438367,,
2.0,211.0,282.0,412.48,2.964870075180089,416.1452972987382,1233.8167388879506,1221.6007315722284
46.0,359.0,366.0,830.4134782608695,39.07406236756677,820.1337342591155,32045.956682186108,31728.669982362484
6.0,200.0,279.0,289.40166666666664,7.151365383187898,311.37851668897395,2226.7815453179232,2204.7342032850725
1.0,306.0,371.0,642.54,inf,522.935252629668,inf,inf
14.0,287.0,296.0,1518.2092857142857,14.758577019106461,1432.445729306503,21140.860621660147,20931.54516996054
1.0,187.0,253.0,628.3100000000001,inf,516.4335128440221,inf,inf
1.0,1.0,71.0,30.0,inf,243.0634544357423,inf,inf
2.0,368.0,370.0,157.125,2.374398831865414,255.98008394668477,607.798812303819,601.7810022810089
1.0,66.0,95.0,397.59999999999997,inf,411.02125803401685,inf,inf
3.0,206.0,368.0,371.82,3.2149949486727194,386.14865194947237,1241.4659654543336,1229.1742232221125
0.0,0.0,162.0,0.0,,422.3124833438367,,
3.0,259.0,300.0,903.1733333333333,3.8028955733096197,766.7156410327229,2915.7395172705897,2886.8708091788017
0.0,0.0,64.0,0.0,,422.3124833438367,,
2.0,69.0,373.0,439.95000000000005,2.3583867905762648,433.37518671065857,1022.0663157019395,1011.946847229643
2.0,262.0,315.0,212.76500000000001,2.7119634631341967,290.87892074607487,788.8530052592628,781.0425794646166
3.0,311.0,339.0,238.63,3.441918286240924,290.755033247545,1000.7550657513129,990.8465997537752
4.0,344.0,359.0,513.5600000000001,4.129283574938173,492.6564882969581,2034.3183452113492,2014.1765794171774
6.0,258.0,272.0,253.14333333333332,7.296944491204186,281.11551145343543,2051.284282692193,2030.9745373190028
1.0,109.0,365.0,112.22999999999999,inf,280.63464646481225,inf,inf
0.0,0.0,56.0,0.0,,422.3124833438367,,
0.0,0.0,216.0,0.0,,422.3124833438367,,
12.0,360.0,364.0,323.69416666666666,10.781237016996528,332.5822795286729,3585.648383251615,3550.14691411051
0.0,0.0,57.0,0.0,,422.3124833438367,,
0.0,0.0,39.0,0.0,,422.3124833438367,,
1.0,93.0,304.0,121.74,inf,284.979800741797,inf,inf
2.0,126.0,280.0,68.125,2.981722391881417,200.1569984839652,596.8126042714139,590.9035685855583
1.0,15.0,49.0,299.5,inf,366.19900413578307,inf,inf
3.0,210.0,214.0,344.64000000000004,4.946963708079269,366.6817358422693,1813.9612396272155,1796.0012273536786
0.0,0.0,121.0,0.0,,422.3124833438367,,
0.0,0.0,51.0,0.0,,422.3124833438367,,
7.0,295.0,296.0,268.59285714285716,7.813094003526597,290.9064462122273,2272.8794104879858,2250.3756539485007
0.0,0.0,16.0,0.0,,422.3124833438367,,
0.0,0.0,34.0,0.0,,422.3124833438367,,
0.0,0.0,354.0,0.0,0.7494480979128286,422.3124833438367,316.5012873668815,313.3676112543381
5.0,364.0,365.0,320.0,4.908069494687702,339.6510251099249,1667.030835181429,1650.5255793875535
2.0,227.0,259.0,710.8499999999999,3.170972307145562,603.2906232483072,1913.0178594809688,1894.0770885950185
3.0,300.0,314.0,585.2333333333335,3.664918456436741,538.9999932356602,1975.3910232286496,1955.8326962659896
0.0,0.0,245.0,0.0,,422.3124833438367,,
13.0,335.0,335.0,301.2130769230769,12.446791684411386,311.35810481569956,3875.409469894138,3837.039079103107
3.0,231.0,366.0,332.2966666666667,3.22967981759104,357.8411679804869,1155.7123981297837,1144.2697011185976
7.0,156.0,254.0,92.27857142857144,8.820105999377976,140.18553862224402,1236.4513102280876,1224.2092180476113
4.0,178.0,206.0,196.565,6.402979156678994,248.28054616430663,1589.7351620989323,1573.9952099989428
0.0,0.0,164.0,0.0,,422.3124833438367,,
1.0,101.0,165.0,144.82999999999998,inf,295.5297073932773,inf,inf
0.0,0.0,24.0,0.0,,422.3124833438367,,
2.0,128.0,228.0,314.625,3.49878697938461,354.76812844531776,1241.2581085051245,1228.9684242624994
0.0,0.0,21.0,0.0,,422.3124833438367,,
5.0,310.0,326.0,749.6479999999999,5.38917418567475,686.7770946427017,3701.161389761153,3664.51622748629
5.0,282.0,304.0,465.91999999999996,5.704611475816458,457.544361204176,2610.1128136204534,2584.2701124954983
3.0,291.0,354.0,309.53333333333336,3.3206855570770286,341.53756605553104,1134.1388627998435,1122.9097651483598
2.0,198.0,360.0,333.725,2.4293789510824344,366.748138921025,890.9702090433946,882.1487218251431
4.0,263.0,281.0,124.94250000000001,5.04205229169675,193.06574493590927,973.4475817022416,963.8094868339025
5.0,169.0,308.0,271.66999999999996,5.6445415908559164,300.603705116537,1696.7701158956806,1679.9704117779015
7.0,335.0,357.0,408.9985714285714,6.70179149168785,410.9311884061498,2753.9751421295114,2726.7080615143677
1.0,219.0,324.0,177.61,inf,310.5070109894456,inf,inf
2.0,57.0,239.0,282.175,3.374981923409939,334.4146551502026,1128.6434160553022,1117.4687287676259
0.0,0.0,280.0,0.0,0.9070629835395478,422.3124833438367,383.0640211278561,379.27130804738226
4.0,195.0,197.0,236.58,6.617312802895597,279.1286772844759,1847.0817698498756,1828.7938315345302
15.0,270.0,280.0,1668.9386666666664,16.46700854610303,1577.405624145363,25975.151893472677,25717.972171755126
8.0,328.0,366.0,482.61125,7.397631276890578,474.8109894298707,3512.476626017773,3477.6996297205674
3.0,94.0,105.0,282.16,7.995724583650166,321.932180346388,2574.0810486637133,2548.595097686845
2.0,171.0,210.0,637.75,3.722220783341625,557.4404260873544,2074.9163394571615,2054.3726133239225
4.0,304.0,321.0,313.7375,4.528689941364442,338.6104885278711,1533.4619134366696,1518.2791222145245
3.0,359.0,368.0,276.64000000000004,3.2149949486727194,317.9786344703114,1022.2997036079003,1012.1779243642577
2.0,204.0,217.0,232.58,3.632021046766447,303.30739758252196,1101.6188516596783,1090.7117343165132
1.0,98.0,210.0,109.44,inf,279.35988511541296,inf,inf
1.0,221.0,371.0,584.45,inf,496.3937161470136,inf,inf
0.0,0.0,260.0,0.0,0.9617275626088074,422.3124833438367,406.14955526554064,402.1282725401392
1.0,239.0,312.0,366.89,inf,396.9897451164352,inf,inf
0.0,0.0,46.0,0.0,,422.3124833438367,,
2.0,235.0,259.0,304.57000000000005,3.170972307145562,348.46137423938916,1104.9613678229891,1094.0211562603852
6.0,329.0,338.0,421.6716666666666,6.121927461331359,421.77762592835836,2582.092030745963,2556.5267631148145
4.0,92.0,359.0,8416.4,4.129283574938173,6585.067947542697,27191.612915639882,26922.389025386023
0.0,0.0,35.0,0.0,,422.3124833438367,,
0.0,0.0,367.0,0.0,0.7272480463640635,422.3124833438367,307.12592846696134,304.08507769006076
0.0,0.0,44.0,0.0,,422.3124833438367,,
0.0,0.0,326.0,0.0,0.8021909819898001,422.3124833438367,338.77526572014347,335.42105516845885
1.0,98.0,156.0,174.14,inf,308.921555117612,inf,inf
9.0,269.0,283.0,168.09333333333333,10.15643656759743,197.75147846743513,2008.450347203114,1988.564700201103
0.0,0.0,58.0,0.0,,422.3124833438367,,
0.0,0.0,141.0,0.0,,422.3124833438367,,
0.0,0.0,29.0,0.0,,422.3124833438367,,
3.0,212.0,310.0,303.77,3.7033081345458347,337.40973947356457,1249.5322328674424,1237.160626601428
1.0,116.0,175.0,358.6,inf,393.2020133649943,inf,inf
3.0,131.0,197.0,417.01,5.2597540971960015,418.51472769945434,2201.284553754074,2179.4896571822514
3.0,319.0,356.0,209.3166666666667,3.305163438280379,269.7601767051432,891.6014731498936,882.7737357919739
1.0,30.0,102.0,269.75,inf,352.6061187792851,inf,inf
0.0,0.0,72.0,0.0,,422.3124833438367,,
6.0,278.0,329.0,411.9583333333333,6.25937360733919,413.67039565887006,2589.3175567246913,2563.6807492323674
5.0,344.0,371.0,560.83,4.841574246662415,534.2251214063784,2586.4905897212243,2560.881772001212
2.0,56.0,287.0,1898.4450000000002,2.9235610842578232,1348.180703923571,3941.4886405382704,3902.464000532941
1.0,32.0,49.0,154.9,inf,300.13072774756085,inf,inf
0.0,0.0,37.0,0.0,,422.3124833438367,,
3.0,181.0,247.0,275.6766666666667,4.43499215133859,317.288673867542,1407.1727783111783,1393.240374565523
9.0,351.0,358.0,580.9155555555556,8.384408673924607,562.4123352663868,4715.494862129688,4668.80679418781
0.0,0.0,169.0,0.0,,422.3124833438367,,
0.0,0.0,212.0,0.0,,422.3124833438367,,
0.0,0.0,288.0,0.0,0.8868984657723316,422.3124833438367,374.54829355415205,370.83989460807135
1.0,85.0,114.0,338.5,inf,384.0182488048057,inf,inf
2.0,359.0,370.0,517.23,2.374398831865414,481.8471872113211,1144.0973984521963,1132.7697014378182
2.0,324.0,370.0,145.555,2.374398831865414,248.72308283653123,590.5677973450244,584.7205914307171
8.0,343.0,358.0,1043.2075,7.535304854376897,962.8883958924563,7255.657603791609,7183.819409694663
4.0,319.0,363.0,656.25,4.091301362300422,602.6582333809753,2465.6564512331497,2441.2440111219303
0.0,0.0,10.0,0.0,,422.3124833438367,,
2.0,241.0,293.0,177.70499999999998,2.875484762155995,268.88838842783946,773.1844636449347,765.5291719256779
4.0,355.0,369.0,974.4200000000001,4.035620350988893,847.939999681219,3421.9639191310425,3388.083088248557
2.0,112.0,146.0,217.365,4.815660057097272,293.7641588711143,1414.6683260824025,1400.6617089924778
0.0,0.0,27.0,0.0,,422.3124833438367,,
0.0,0.0,70.0,0.0,,422.3124833438367,,
13.0,230.0,232.0,157.07692307692307,16.665835042568023,179.2968681332512,2988.132027957836,2958.546562334491
1.0,43.0,65.0,133.25,inf,290.238762437706,inf,inf
2.0,227.0,338.0,204.14999999999998,2.559778811963808,285.4753715184195,730.7538073503465,723.518621138957
0.0,0.0,70.0,0.0,,422.3124833438367,,
0.0,0.0,31.0,0.0,,422.3124833438367,,
0.0,0.0,58.0,0.0,,422.3124833438367,,
16.0,259.0,259.0,246.93625,18.61533856996808,259.0640283108844,4822.564598306909,4774.816433967237
1.0,51.0,72.0,558.0,inf,484.3086130317406,inf,inf
5.0,259.0,317.0,328.418,5.513902740926488,346.45219083937536,1910.3036846692185,1891.3897868012064
0.0,0.0,217.0,0.0,,422.3124833438367,,
5.0,282.0,310.0,455.78000000000003,5.614978568196318,449.3519377667055,2523.101500137537,2498.1202971658786
2.0,162.0,303.0,279.485,2.798777550676697,332.7274180727338,931.2300281965873,922.0099289075122
0.0,0.0,46.0,0.0,,422.3124833438367,,
4.0,343.0,371.0,585.645,4.01739529145749,548.2278373360034,2202.447932359583,2180.6415171877056
3.0,217.0,291.0,127.62666666666668,3.897217322850593,211.25199507168378,823.2949346801141,815.1434996832813
0.0,0.0,50.0,0.0,,422.3124833438367,,
5.0,323.0,323.0,347.666,5.430118617829264,362.003252607071,1965.7206016964062,1946.2580214815903
9.0,364.0,365.0,481.00777777777773,8.250063137349201,474.16016790677185,3911.851322446966,3873.12012123462
6.0,366.0,367.0,144.76500000000001,5.717393258882149,190.6575734414215,1090.0643251488116,1079.2716090582294
6.0,294.0,303.0,456.06333333333333,6.693513152607377,450.4826184834187,3015.311331839774,2985.456764197796
1.0,21.0,35.0,305.08,inf,368.74852683458175,inf,inf
1.0,242.0,260.0,299.64,inf,366.2629706551078,inf,inf
2.0,99.0,198.0,199.15,3.8877355852246933,282.3392431216375,1097.6603225893962,1086.7923986033625
1.0,83.0,98.0,66.8,inf,259.87751094394827,inf,inf
8.0,357.0,371.0,344.075,7.314111112277172,354.195816565171,2590.627557861404,2564.9777800607962
8.0,342.0,356.0,295.5775,7.57052767060213,311.9719629094977,2361.7923776584134,2338.4082947113006
1.0,13.0,34.0,403.38,inf,413.6621614747079,inf,inf
1.0,31.0,185.0,238.76,inf,338.4466728230541,inf,inf
2.0,130.0,211.0,151.32500000000002,3.709061781730078,252.34217500641768,935.9527172349467,926.685858648462
16.0,360.0,369.0,328.11875000000003,13.970634826325863,334.63252153270787,4675.028759346088,4628.741345887216
3.0,323.0,372.0,406.2266666666667,3.1860222199115578,410.7914662809111,1308.790739321032,1295.8324151693387
5.0,120.0,128.0,397.288,10.728060798912566,402.0944198471267,4313.69338302345,4270.98354754797
0.0,0.0,367.0,0.0,0.7272480463640635,422.3124833438367,307.12592846696134,304.08507769006076
1.0,42.0,70.0,834.66,inf,610.7155932915301,inf,inf
3.0,124.0,287.0,301.27333333333337,3.9406566941362264,335.62157168299615,1322.56939314912,1309.4746466822971
0.0,0.0,147.0,0.0,,422.3124833438367,,
0.0,0.0,67.0,0.0,,422.3124833438367,,
0.0,0.0,97.0,0.0,,422.3124833438367,,
0.0,0.0,200.0,0.0,,422.3124833438367,,
1.0,127.0,242.0,165.48000000000002,inf,304.9647689936701,inf,inf
1.0,243.0,258.0,437.35,inf,429.18318048513606,inf,inf
1.0,200.0,211.0,1166.37,inf,762.2751227572091,inf,inf
6.0,304.0,335.0,978.6233333333333,6.167067208165865,886.6371397212862,5467.95082991712,5413.812702888238
0.0,0.0,206.0,0.0,,422.3124833438367,,
0.0,0.0,280.0,0.0,0.9070629835395478,422.3124833438367,383.0640211278561,379.27130804738226
1.0,53.0,164.0,301.53,inf,367.12651866599117,inf,inf
3.0,218.0,227.0,261.19666666666666,4.731781162119269,306.917778163631,1452.2677610341698,1437.8888723110592
0.0,0.0,121.0,0.0,,422.3124833438367,,
0.0,0.0,25.0,0.0,,422.3124833438367,,
7.0,119.0,218.0,546.35,9.915525705971522,528.3449980086983,5238.81840937672,5186.94892017497
1.0,155.0,260.0,326.58,inf,378.57195658801726,inf,inf
0.0,0.0,185.0,0.0,,422.3124833438367,,
9.0,363.0,364.0,572.7833333333333,8.268991161934377,555.2288481293045,4591.182438032223,4545.725186170518
23.0,371.0,371.0,922.007391304348,19.67679544035096,897.4520747948508,17658.98089325683,17484.13949827409
5.0,359.0,360.0,313.07599999999996,4.9648936141915225,334.0569087508473,1658.5570130336419,1642.1356564689522
0.0,0.0,190.0,0.0,,422.3124833438367,,
3.0,206.0,247.0,404.78999999999996,4.43499215133859,409.7624938940819,1817.29344433318,1799.3004399338417
3.0,254.0,367.0,157.14000000000001,3.2223206526231336,232.3900960298855,748.8354059021734,741.4211939625479
1.0,276.0,308.0,804.95,inf,597.1409840834106,inf,inf
0.0,0.0,210.0,0.0,,422.3124833438367,,
20.0,352.0,373.0,419.866,17.12691259703689,420.0032433252441,7193.358838903473,7122.137464260864
0.0,0.0,360.0,0.0,0.7390358423429809,422.3124833438367,312.10406185996845,309.01392263363215
1.0,238.0,364.0,139.94,inf,293.29544825400757,inf,inf
4.0,266.0,319.0,556.2774999999999,4.551862597519764,525.5880150025891,2392.4044271949424,2368.7172546484576
11.0,327.0,335.0,841.5709090909091,10.652584691198372,800.6845418551966,8529.35989304585,8444.910785193912
7.0,304.0,311.0,345.45428571428573,7.5069902466410605,356.6108457509072,2677.07414089848,2650.5684563351288
0.0,0.0,17.0,0.0,,422.3124833438367,,
5.0,230.0,252.0,1338.502,6.620548088868947,1162.5306755942106,7696.590242556777,7620.386378769086
13.0,370.0,371.0,454.69615384615383,11.435005888301824,451.9832318738527,5168.4309178911935,5117.258334545736
0.0,0.0,25.0,0.0,,422.3124833438367,,
1.0,89.0,121.0,141.25,inf,293.89399211340293,inf,inf
1.0,146.0,358.0,521.0,inf,467.40317578164223,inf,inf
4.0,355.0,371.0,517.835,4.01739529145749,495.95214643862306,1992.4358178907598,1972.7087305849107
1.0,68.0,165.0,147.95999999999998,inf,296.9598160038937,inf,inf
10.0,272.0,273.0,321.091,11.509326501369399,331.84443853240816,3819.305990733094,3781.4910799337563
2.0,231.0,373.0,271.5,2.3583867905762648,327.71902102307297,772.8882102014005,765.235851684555
10.0,355.0,364.0,1426.574,9.106406446955084,1319.8845489756427,12019.405166028197,11900.401154483363
7.0,293.0,366.0,2893.9485714285715,6.564040985030679,2535.171534549484,16640.969856865933,16476.207779075183
8.0,257.0,322.0,195.81625,8.224045883964738,225.11584825395795,1851.3630652481934,1833.0327378694983
2.0,42.0,66.0,290.075,7.6100810387401605,339.36973801711815,2582.6312084062865,2557.060602382462
2.0,74.0,312.0,387.375,2.73315812981032,400.3987966184958,1094.3532261441105,1083.518045687238
1.0,47.0,196.0,110.44,inf,279.81678882487506,inf,inf
0.0,0.0,319.0,0.0,0.8165574182286012,422.3124833438367,344.8423910849524,341.4281099851014
0.0,0.0,301.0,0.0,0.8559766025171043,422.3124833438367,361.4896046932185,357.91049969625595
0.0,0.0,258.0,0.0,0.9675586002065212,422.3124833438367,408.61207523390243,404.5664111226757
2.0,138.0,176.0,391.305,4.232803216057856,402.8637935383665,1705.2431609224657,1688.359565269768
0.0,0.0,30.0,0.0,,422.3124833438367,,
3.0,248.0,256.0,92.93,4.313250180460803,186.40147633733528,803.9962014501715,796.0358430199718
0.0,0.0,317.0,0.0,0.820757114531133,422.3124833438367,346.6159752597645,343.1841339205589
3.0,324.0,372.0,278.40333333333336,3.1860222199115578,319.2415727362803,1017.1107442573009,1007.0403408488128
6.0,360.0,364.0,607.26,5.756745306872222,576.6788634366517,3319.793340661352,3286.924099664705
0.0,0.0,27.0,0.0,,422.3124833438367,,
2.0,350.0,356.0,162.33,2.4520905918160305,259.24479360773483,635.6917193828152,629.3977419631834
0.0,0.0,147.0,0.0,,422.3124833438367,,
14.0,363.0,366.0,374.25642857142856,12.39917302805006,378.01723721262005,4687.10113178472,4640.694189885861
0.0,0.0,97.0,0.0,,422.3124833438367,,
1.0,331.0,370.0,415.11,inf,419.02164198669857,inf,inf
1.0,15.0,56.0,849.85,inf,617.6559606382598,inf,inf
1.0,44.0,333.0,4010.08,inf,2061.5767703917286,inf,inf
9.0,349.0,358.0,335.1488888888889,8.384408673924607,345.31771580317934,2895.2848516400095,2866.6186649901083
0.0,0.0,74.0,0.0,,422.3124833438367,,
0.0,0.0,357.0,0.0,0.7442055521783658,422.3124833438367,314.2872948587169,311.17553946407617
1.0,164.0,280.0,290.86,inf,362.2513560860304,inf,inf
8.0,354.0,364.0,283.8875,7.431575876913675,301.79418365830287,2242.806375067899,2220.6003713543555
6.0,233.0,256.0,554.7366666666667,7.653039583619278,532.8402816396965,4077.8477671354417,4037.473036767764
2.0,171.0,195.0,198.45,3.931440107904211,281.900185146088,1108.2736943089533,1097.3006874346072
3.0,313.0,356.0,1358.7666666666667,3.305163438280379,1093.0216454109807,3612.615179661434,3576.846712536073
0.0,0.0,372.0,0.0,0.7190558249431204,422.3124833438367,303.6662510945803,300.6596545490894
3.0,282.0,365.0,670.27,3.237072673356943,599.9051314268373,1941.9365075484206,1922.7094134142778
1.0,7.0,373.0,194.75,inf,318.3383405696262,inf,inf
19.0,303.0,373.0,369.46,16.306438941122394,372.57179071079304,6075.319156410178,6015.167481594236
4.0,203.0,289.0,471.47249999999997,4.9302752556964755,460.21063752799336,2268.9651186125657,2246.5001174381837
10.0,356.0,366.0,467.15500000000003,9.064811860610408,462.39107804814984,4191.488128531301,4149.988246070595
4.0,211.0,241.0,165.95250000000001,5.68668208995896,224.68093567033736,1277.6890528317285,1265.0386661700281
1.0,165.0,301.0,504.87,inf,460.0333189480183,inf,inf
0.0,0.0,63.0,0.0,,422.3124833438367,,
1.0,343.0,353.0,116.89,inf,282.76381775090573,inf,inf
2.0,331.0,372.0,136.36,2.3637000882554315,242.95574271484915,574.2745104972529,568.5886242547058
0.0,0.0,368.0,0.0,0.7255947025598593,422.3124833438367,306.42770073918666,303.3937631081056
0.0,0.0,79.0,0.0,,422.3124833438367,,
2.0,45.0,60.0,353.625,7.95634799125123,379.2299299402173,3017.2852913021925,2987.4111795071212
0.0,0.0,186.0,0.0,,422.3124833438367,,
3.0,180.0,214.0,352.52,4.946963708079269,372.32556582478435,1841.8810617252873,1823.6446155695915
2.0,353.0,363.0,520.245,2.4126194116448247,483.73827263458065,1167.0763467137258,1155.5211353601246
0.0,0.0,283.0,0.0,0.8993947461209737,422.3124833438367,379.8256287407479,376.06497895123556
0.0,0.0,368.0,0.0,0.7255947025598593,422.3124833438367,306.42770073918666,303.3937631081056
10.0,347.0,364.0,1046.219,9.106406446955084,979.9372171689696,8923.706592038729,8835.353061424483
10.0,370.0,372.0,421.331,8.942277141504402,421.43526957262304,3768.5909777230127,3731.278195765359
4.0,331.0,366.0,317.00750000000005,4.063270109450949,341.13137791342535,1386.1089312714369,1372.385080466769
0.0,0.0,330.0,0.0,0.7942063004328767,422.3124833438367,335.40323502312935,332.08241091398946
2.0,52.0,177.0,163.32999999999998,4.215794783838497,259.87201928709123,1095.5671033760966,1084.719904332769
1.0,273.0,281.0,311.81,inf,371.8234887992618,inf,inf
0.0,0.0,121.0,0.0,,422.3124833438367,,
2.0,151.0,245.0,1237.125,3.3110749202753667,933.3838176515965,3090.503749617077,3059.9047025911655
4.0,312.0,330.0,1127.5974999999999,4.427267296765743,966.0267072823613,4276.8584489534915,4234.513315795536
4.0,252.0,275.0,464.65,5.129268687486261,454.95107549957015,2333.566305898143,2310.4616890080624
0.0,0.0,49.0,0.0,,422.3124833438367,,
1.0,43.0,351.0,327.4,inf,378.94661762977614,inf,inf
3.0,272.0,294.0,358.24666666666667,3.8652611300677853,376.4271309305208,1454.989157488679,1440.5833242462168
0.0,0.0,118.0,0.0,,422.3124833438367,,
4.0,314.0,330.0,1146.185,4.427267296765743,980.3560746994835,4340.298388702658,4297.325137329364
78.0,367.0,373.0,2506.4094871794873,64.71438464007501,2475.1265753822195,160176.29323215657,158590.38933876887
2.0,257.0,281.0,208.525,2.97327235426042,288.2194838656037,856.9550233368066,848.4703201354521
7.0,357.0,371.0,407.3357142857143,6.48993215707226,409.50970779980776,2657.690221283237,2631.376456716076
6.0,88.0,333.0,794.515,6.197532017168241,732.971183695372,4542.612378613772,4497.636018429477
4.0,357.0,361.0,425.8075,4.11020472252289,425.0068412615301,1746.8651260576773,1729.5694317402747
0.0,0.0,97.0,0.0,,422.3124833438367,,
1.0,121.0,261.0,144.9,inf,295.56169065293966,inf,inf
3.0,217.0,316.0,189.9,3.6460205481158465,255.85353133790517,932.8472325660039,923.611121352479
1.0,144.0,199.0,67.5,inf,260.19734354057175,inf,inf
1.0,14.0,79.0,145.2,inf,295.6987617657783,inf,inf
2.0,20.0,30.0,217.68,10.299552003311467,293.9617349601116,3027.6741762053316,2997.6972041636946
0.0,0.0,365.0,0.0,0.7305774413607576,422.3124833438367,308.53197353604776,305.47720152083934
2.0,37.0,277.0,136.20999999999998,3.007363162895946,242.86165886294566,730.3732065442244,723.1417886576479
1.0,89.0,365.0,111.56,inf,280.32852097947267,inf,inf
4.0,209.0,262.0,901.155,5.328991617673126,791.4589719036553,4217.67822700677,4175.919036640366
1.0,14.0,16.0,159.55,inf,302.2553299965597,inf,inf
5.0,270.0,286.0,239.23799999999997,5.9915437298492575,274.40087701751867,1644.0848541594512,1627.8067862964863
8.0,176.0,183.0,189.86625,12.709332010351213,219.9355414494576,2795.2338171575175,2767.558234809423
1.0,152.0,197.0,94.45,inf,272.5108985105758,inf,inf
3.0,153.0,231.0,173.82333333333335,4.669287557265733,244.33906771452516,1140.8893686333417,1129.5934342904375
1.0,70.0,116.0,146.71,inf,296.3886863670661,inf,inf
4.0,217.0,279.0,336.5725,5.070792989790355,356.21431394656565,1806.2890460232259,1788.4049960625998
0.0,0.0,108.0,0.0,,422.3124833438367,,
1.0,20.0,23.0,311.24,inf,371.56305368486835,inf,inf
0.0,0.0,301.0,0.0,0.8559766025171043,422.3124833438367,361.4896046932185,357.91049969625595
1.0,334.0,363.0,117.0,inf,282.8140771589466,inf,inf
0.0,0.0,23.0,0.0,,422.3124833438367,,
